0.000000000000000000e+00,1.700000000000000000e+01
1.010101010101010187e-02,1.700131619222528201e+01
2.020202020202020374e-02,1.700324456688093022e+01
3.030303030303030387e-02,1.700578512396694109e+01
4.040404040404040747e-02,1.700893786348331815e+01
5.050505050505051108e-02,1.701270278543005787e+01
6.060606060606060774e-02,1.701707988980716380e+01
7.070707070707071829e-02,1.702206917661463237e+01
8.080808080808081495e-02,1.702767064585246359e+01
9.090909090909091161e-02,1.703388429752066102e+01
1.010101010101010222e-01,1.704071013161922110e+01
1.111111111111111188e-01,1.704814814814814738e+01
1.212121212121212155e-01,1.705619834710743632e+01
1.313131313131313260e-01,1.706486072849709146e+01
1.414141414141414366e-01,1.707413529231710925e+01
1.515151515151515194e-01,1.708402203856749324e+01
1.616161616161616299e-01,1.709452096724823988e+01
1.717171717171717404e-01,1.710563207835935273e+01
1.818181818181818232e-01,1.711735537190082823e+01
1.919191919191919338e-01,1.712969084787266638e+01
2.020202020202020443e-01,1.714263850627487074e+01
2.121212121212121271e-01,1.715619834710743774e+01
2.222222222222222376e-01,1.717037037037037095e+01
2.323232323232323482e-01,1.718515457606366681e+01
2.424242424242424310e-01,1.720055096418732887e+01
2.525252525252525415e-01,1.721655953474135359e+01
2.626262626262626521e-01,1.723318028772574095e+01
2.727272727272727626e-01,1.725041322314049452e+01
2.828282828282828731e-01,1.726825834098561430e+01
2.929292929292929282e-01,1.728671564126109672e+01
3.030303030303030387e-01,1.730578512396694180e+01
3.131313131313131493e-01,1.732546678910315308e+01
3.232323232323232598e-01,1.734576063666972701e+01
3.333333333333333703e-01,1.736666666666666714e+01
3.434343434343434809e-01,1.738818487909396993e+01
3.535353535353535914e-01,1.741031527395163891e+01
3.636363636363636465e-01,1.743305785123967055e+01
3.737373737373737570e-01,1.745641261095806485e+01
3.838383838383838675e-01,1.748037955310682534e+01
3.939393939393939781e-01,1.750495867768595204e+01
4.040404040404040886e-01,1.753014998469543784e+01
4.141414141414141992e-01,1.755595347413529339e+01
4.242424242424242542e-01,1.758236914600551160e+01
4.343434343434343647e-01,1.760939700030609245e+01
4.444444444444444753e-01,1.763703703703703596e+01
4.545454545454545858e-01,1.766528925619834567e+01
4.646464646464646964e-01,1.769415365779002158e+01
4.747474747474748069e-01,1.772363024181206015e+01
4.848484848484848619e-01,1.775371900826446137e+01
4.949494949494949725e-01,1.778441995714722879e+01
5.050505050505050830e-01,1.781573308846036241e+01
5.151515151515152491e-01,1.784765840220385869e+01
5.252525252525253041e-01,1.788019589837771761e+01
5.353535353535353591e-01,1.791334557698193919e+01
5.454545454545455252e-01,1.794710743801653052e+01
5.555555555555555802e-01,1.798148148148148096e+01
5.656565656565657463e-01,1.801646770737679759e+01
5.757575757575758013e-01,1.805206611570248043e+01
5.858585858585858563e-01,1.808827670645852592e+01
5.959595959595960224e-01,1.812509947964493406e+01
6.060606060606060774e-01,1.816253443526170841e+01
6.161616161616162435e-01,1.820058157330884541e+01
6.262626262626262985e-01,1.823924089378634861e+01
6.363636363636364646e-01,1.827851239669421446e+01
6.464646464646465196e-01,1.831839608203244651e+01
6.565656565656565746e-01,1.835889194980104122e+01
6.666666666666667407e-01,1.839999999999999858e+01
6.767676767676767957e-01,1.844172023262932214e+01
6.868686868686869618e-01,1.848405264768901191e+01
6.969696969696970168e-01,1.852699724517906432e+01
7.070707070707071829e-01,1.857055402509947939e+01
7.171717171717172379e-01,1.861472298745026066e+01
7.272727272727272929e-01,1.865950413223140458e+01
7.373737373737374590e-01,1.870489745944291471e+01
7.474747474747475140e-01,1.875090296908478749e+01
7.575757575757576801e-01,1.879752066115702647e+01
7.676767676767677351e-01,1.884475053565962810e+01
7.777777777777777901e-01,1.889259259259259238e+01
7.878787878787879562e-01,1.894104683195592287e+01
7.979797979797980112e-01,1.899011325374961601e+01
8.080808080808081773e-01,1.903979185797367535e+01
8.181818181818182323e-01,1.909008264462810089e+01
8.282828282828283983e-01,1.914098561371288554e+01
8.383838383838384534e-01,1.919250076522803994e+01
8.484848484848485084e-01,1.924462809917355344e+01
8.585858585858586745e-01,1.929736761554943314e+01
8.686868686868687295e-01,1.935071931435567905e+01
8.787878787878788955e-01,1.940468319559228760e+01
8.888888888888889506e-01,1.945925925925925881e+01
8.989898989898991166e-01,1.951444750535659622e+01
9.090909090909091717e-01,1.957024793388429629e+01
9.191919191919192267e-01,1.962666054484236255e+01
9.292929292929293927e-01,1.968368533823079503e+01
9.393939393939394478e-01,1.974132231404958659e+01
9.494949494949496138e-01,1.979957147229874437e+01
9.595959595959596689e-01,1.985843281297826834e+01
9.696969696969697239e-01,1.991790633608815497e+01
9.797979797979798899e-01,1.997799204162840425e+01
9.898989898989899450e-01,2.003868992959901973e+01
1.000000000000000000e+00,2.010000000000000142e+01
